,ANN_DT,REPORT_PERIOD,IFLISTED_DATA,OPER_REV,NET_PROFIT_INCL_MIN_INT_INC,NET_PROFIT_EXCL_MIN_INT_INC,TOT_SHRHLDR_EQY_EXCL_MIN_INT,TOT_SHRHLDR_EQY_INCL_MIN_INT,S_INFO_COMPNAME,S_INFO_COMPCODE,OPDATE,OPMODE,code
0,20141015,20140930,1,588451900.0,244897100.0,244897100.0,13213493654.9,13213493654.9,长江证券股份有限公司,1000783,2015-09-16 17:42:39,0,000783.SZ
1,20141014,20140930,1,276710800.0,140167200.0,140167200.0,5073248866.81,5073248866.81,西部证券股份有限公司,502030478,2015-09-16 17:43:33,0,002673.SZ
4,20141107,20141031,1,1203830000.0,529200000.0,529200000.0,76061700000.0,76061700000.0,中信证券股份有限公司,08D39EC855,2015-09-16 17:43:42,0,600030.SH
6,20141107,20141031,1,100383200.0,39931500.0,39931500.0,7147221800.0,7147221800.0,山西证券股份有限公司,2002097,2015-09-16 17:43:16,0,002500.SZ
7,20141205,20141130,1,347256500.0,125181000.0,125181000.0,13719808500.0,13719808500.0,东吴证券股份有限公司,2024609,2015-09-16 17:43:55,0,601555.SH
8,20141205,20141130,1,780341258.28,285627378.32,285627378.32,35025821535.2,35025821535.2,华泰证券股份有限公司,2002077,2015-09-16 17:42:38,0,601688.SH
10,20150110,20141231,1,474040000.0,180050000.0,180050000.0,8459960452.85,8459960452.85,东北证券股份有限公司,1000686,2015-09-16 17:43:57,0,000686.SZ
11,20150112,20141231,1,2393617000.0,1225887700.0,1225887700.0,31687350765.4,31687350765.4,国信证券股份有限公司,2002075,2015-09-16 17:42:43,0,002736.SZ
12,20150306,20150228,1,167331767.91,57819546.98,57819546.98,6737080294.18,6737080294.18,国海证券股份有限公司,1000750,2015-09-16 17:42:54,0,000750.SZ
14,20150112,20141231,1,1887026233.92,906073981.75,906073981.75,37668386434.5,37668386434.5,广发证券股份有限公司,1000776,2015-09-16 17:42:27,0,000776.SZ
18,20150306,20150228,1,357275900.0,169277600.0,169277600.0,14242082600.0,14242082600.0,长江证券股份有限公司,1000783,2015-09-16 17:43:46,0,000783.SZ
19,20150109,20141231,1,410523100.0,59541100.0,59541100.0,5368466856.76,5368466856.76,西部证券股份有限公司,502030478,2015-09-16 17:43:33,0,002673.SZ
22,20100710,20100630,1,366240956.59,198061138.73,198061138.73,,,广发证券股份有限公司,1000776,2015-09-16 17:43:02,0,000776.SZ
23,20110412,20110331,1,156920000.0,60040000.0,60040000.0,3512092838.87,3512092838.87,东北证券股份有限公司,1000686,2015-09-16 17:43:09,0,000686.SZ
24,20110113,20101231,1,522556539.63,120595606.68,120595606.68,29997599929.6,29997599929.6,华泰证券股份有限公司,2002077,2015-09-16 17:43:29,0,601688.SH
29,20100907,20100831,1,118594100.0,12904900.0,12904900.0,2921038800.0,2921038800.0,国金证券股份有限公司,1600109,2015-09-16 17:44:01,0,600109.SH
30,20110214,20110131,1,43461000.0,4155200.0,4155200.0,6201309200.0,6201309200.0,山西证券股份有限公司,2002097,2015-09-16 17:42:58,0,002500.SZ
31,20110214,20110131,1,46770000.0,-23690000.0,-23690000.0,3408870000.0,3408870000.0,东北证券股份有限公司,1000686,2015-09-16 17:42:41,0,000686.SZ
32,20101105,20101031,1,245210000.0,131860000.0,131860000.0,14881720000.0,14881720000.0,国元证券股份有限公司,1000728,2015-09-16 17:42:28,0,000728.SZ
34,20101207,20101130,1,144074700.0,56533000.0,56533000.0,3032733000.0,3032733000.0,国金证券股份有限公司,1600109,2015-09-16 17:42:21,0,600109.SH
35,20101207,20101130,1,676979089.92,321819967.24,321819967.24,23161300449.4,23161300449.4,招商证券股份有限公司,2024359,2015-09-16 17:44:07,0,600999.SH
36,20110305,20110228,1,601444300.0,282342300.0,282342300.0,44537673800.0,44537673800.0,海通证券股份有限公司,1600837,2015-09-16 17:43:27,0,600837.SH
37,20110112,20101231,1,3216265503.95,1584351348.66,1584351348.66,19006057117.1,19006057117.1,广发证券股份有限公司,1000776,2015-09-16 17:43:23,0,000776.SZ
39,20110112,20101231,1,93837400.0,-10966400.0,-10966400.0,3018050140.07,3018050140.07,国金证券股份有限公司,1600109,2015-09-16 17:44:03,0,600109.SH
40,20110112,20101231,1,139660000.0,4530000.0,4530000.0,3453249829.08,3453249829.08,东北证券股份有限公司,1000686,2015-09-16 17:42:58,0,000686.SZ
41,20110409,20110331,1,504441400.0,241954100.0,241954100.0,22855111806.0,22855111806.0,光大证券股份有限公司,0yJ94AEF7F,2015-09-16 17:42:55,0,601788.SH
42,20110412,20110331,1,976200000.0,514330000.0,514330000.0,62515716405.9,62515716405.9,中信证券股份有限公司,08D39EC855,2015-09-16 17:42:37,0,600030.SH
43,20110413,20110331,1,708438914.39,278449531.01,278449531.01,19591070902.9,19591070902.9,广发证券股份有限公司,1000776,2015-09-16 17:42:50,0,000776.SZ
44,20110608,20110531,1,64259900.0,2751700.0,2751700.0,2068912100.0,2068912100.0,太平洋证券股份有限公司,04955EEF73,2015-09-16 17:43:42,0,601099.SH
46,20110608,20110531,1,380679956.35,148498709.97,148498709.97,18710736821.4,18710736821.4,广发证券股份有限公司,1000776,2015-09-16 17:43:33,0,000776.SZ
47,20110609,20110531,1,72677400.0,11316100.0,11316100.0,11480099200.0,11480099200.0,长江证券股份有限公司,1000783,2015-09-16 17:42:53,0,000783.SZ
48,20110608,20110531,1,-91888200.0,-111571500.0,-111571500.0,11340205400.0,11340205400.0,西南证券股份有限公司,1600369,2015-09-16 17:44:01,0,600369.SH
49,20110805,20110731,1,979090000.0,746290000.0,746290000.0,58789110000.0,58789110000.0,中信证券股份有限公司,08D39EC855,2015-09-16 17:42:36,0,600030.SH
53,20110507,20110430,1,1470470000.0,991010000.0,991010000.0,57880680000.0,57880680000.0,中信证券股份有限公司,08D39EC855,2015-09-16 17:43:04,0,600030.SH
54,20110712,20110630,1,315832295.21,126055793.33,126055793.33,30024012609.2,30024012609.2,华泰证券股份有限公司,2002077,2015-09-16 17:43:30,0,601688.SH
55,20110709,20110630,1,166763945.43,46647505.86,46647505.86,8177672956.47,8177672956.47,兴业证券股份有限公司,2023060,2015-09-16 17:43:03,0,601377.SH
56,20110908,20110831,1,57392700.0,3820700.0,3820700.0,3263635200.0,3263635200.0,国金证券股份有限公司,1600109,2015-09-16 17:43:52,0,600109.SH
57,20111014,20110930,1,36599600.0,-72003300.0,-72003300.0,14229420602.9,14229420602.9,方正证券股份有限公司,2002179,2015-09-16 17:43:40,0,601901.SH
58,20110806,20110731,1,145365800.0,41315700.0,41315700.0,11492151700.0,11492151700.0,长江证券股份有限公司,1000783,2015-09-16 17:43:07,0,000783.SZ
60,20110808,20110731,1,23658200.0,60268300.0,60268300.0,11123424300.0,11123424300.0,西南证券股份有限公司,1600369,2015-09-16 17:42:45,0,600369.SH
61,20110907,20110831,1,354782020.16,73911880.09,73911880.09,31151033890.3,31151033890.3,广发证券股份有限公司,1000776,2015-09-16 17:43:30,0,000776.SZ
63,20111105,20111031,1,45801200.0,26457000.0,26457000.0,2107415900.0,2107415900.0,太平洋证券股份有限公司,04955EEF73,2015-09-16 17:43:04,0,601099.SH
64,20120407,20120331,1,82220000.0,18980000.0,18980000.0,3101856725.7,3101856725.7,东北证券股份有限公司,1000686,2015-09-16 17:43:48,0,000686.SZ
67,20120208,20120131,1,159091200.0,63935100.0,63935100.0,9980850900.0,9980850900.0,西南证券股份有限公司,1600369,2015-09-16 17:43:51,0,600369.SH
68,20111208,20111130,1,114310000.0,22131300.0,22131300.0,11394442400.0,11394442400.0,长江证券股份有限公司,1000783,2015-09-16 17:43:43,0,000783.SZ
71,20111207,20111130,1,111460000.0,33620000.0,33620000.0,14757470000.0,14757470000.0,国元证券股份有限公司,1000728,2015-09-16 17:43:48,0,000728.SZ
72,20111207,20111130,1,94400514.64,16986065.28,16986065.28,2576038224.91,2576038224.91,国海证券股份有限公司,1000750,2015-09-16 17:44:01,0,000750.SZ
74,20111207,20111130,1,117219000.0,29301000.0,29301000.0,14248648700.0,14248648700.0,方正证券股份有限公司,2002179,2015-09-16 17:43:20,0,601901.SH
76,20120207,20120131,1,53881000.0,7367900.0,7367900.0,3250787300.0,3250787300.0,国金证券股份有限公司,1600109,2015-09-16 17:42:33,0,600109.SH
77,20120113,20111231,1,381828755.05,125540797.7,125540797.7,29973672561.7,29973672561.7,华泰证券股份有限公司,2002077,2015-09-16 17:43:36,0,601688.SH
78,20120207,20120131,1,158147700.0,58419400.0,58419400.0,11398244200.0,11398244200.0,长江证券股份有限公司,1000783,2015-09-16 17:42:50,0,000783.SZ
80,20120307,20120229,1,121460000.0,55100000.0,55100000.0,3077030000.0,3077030000.0,东北证券股份有限公司,1000686,2015-09-16 17:42:21,0,000686.SZ
81,20120307,20120229,1,723982885.39,319734342.6,319734342.6,31657724951.9,31657724951.9,广发证券股份有限公司,1000776,2015-09-16 17:43:36,0,000776.SZ
82,20120112,20111231,1,39760600.0,-38035700.0,-38035700.0,7369971606.28,7369971606.28,东吴证券股份有限公司,2024609,2015-09-16 17:43:25,0,601555.SH
83,20120412,20120331,1,518226275.55,205771637.95,205771637.95,30477783219.5,30477783219.5,华泰证券股份有限公司,2002077,2015-09-16 17:43:55,0,601688.SH
85,20120808,20120731,1,205656199.61,27103850.04,27103850.04,30042391193.8,30042391193.8,华泰证券股份有限公司,2002077,2015-09-16 17:43:26,0,601688.SH
86,20120808,20120731,1,160349900.0,40102500.0,40102500.0,21185483800.0,21185483800.0,光大证券股份有限公司,0yJ94AEF7F,2015-09-16 17:43:08,0,601788.SH
87,20120707,20120630,1,301706400.0,220905500.0,220905500.0,21372507796.4,21372507796.4,光大证券股份有限公司,0yJ94AEF7F,2015-09-16 17:44:00,0,601788.SH
88,20120607,20120531,1,142571000.0,42996500.0,42996500.0,3373847100.0,3373847100.0,国金证券股份有限公司,1600109,2015-09-16 17:42:34,0,600109.SH
89,20120607,20120531,1,226893116.27,83751761.52,83751761.52,8514878268.04,8514878268.04,兴业证券股份有限公司,2023060,2015-09-16 17:42:21,0,601377.SH
91,20120508,20120430,1,286545800.0,79962900.0,79962900.0,22124419500.0,22124419500.0,光大证券股份有限公司,0yJ94AEF7F,2015-09-16 17:42:40,0,601788.SH
92,20120710,20120630,1,690287800.0,287057700.0,287057700.0,56867499963.7,56867499963.7,海通证券股份有限公司,1600837,2015-09-16 17:43:45,0,600837.SH
95,20120508,20120430,1,576960486.02,218580360.44,218580360.44,32206278017.9,32206278017.9,广发证券股份有限公司,1000776,2015-09-16 17:43:26,0,000776.SZ
96,20120508,20120430,1,461918700.0,220338200.0,220338200.0,46534985900.0,46534985900.0,海通证券股份有限公司,1600837,2015-09-16 17:42:38,0,600837.SH
99,20120807,20120731,1,354492300.0,50530500.0,50530500.0,56777606200.0,56777606200.0,海通证券股份有限公司,1600837,2015-09-16 17:44:07,0,600837.SH
102,20100806,20100731,1,181287300.0,94689500.0,94689500.0,4757681400.0,4757681400.0,西南证券股份有限公司,1600369,2015-09-16 17:42:34,0,600369.SH
103,20100709,20100630,1,330365646.0,214490836.63,214490836.63,21229322655.9,21229322655.9,光大证券股份有限公司,0yJ94AEF7F,2015-09-16 17:43:34,0,601788.SH
106,20101015,20100930,1,167180000.0,68550000.0,68550000.0,3220673919.19,3220673919.19,东北证券股份有限公司,1000686,2015-09-16 17:43:11,0,000686.SZ
107,20101016,20100930,1,432621400.0,197892000.0,197892000.0,21746427673.9,21746427673.9,光大证券股份有限公司,0yJ94AEF7F,2015-09-16 17:44:03,0,601788.SH
110,20101016,20100930,1,741387774.45,351123627.08,351123627.08,16535260983.1,16535260983.1,广发证券股份有限公司,1000776,2015-09-16 17:43:52,0,000776.SZ
111,20101105,20101031,1,539824000.0,279921600.0,279921600.0,22264465800.0,22264465800.0,光大证券股份有限公司,0yJ94AEF7F,2015-09-16 17:43:10,0,601788.SH
114,20101105,20101031,1,96797200.0,41551600.0,41551600.0,1945855100.0,1945855100.0,太平洋证券股份有限公司,04955EEF73,2015-09-16 17:42:35,0,601099.SH
115,20101208,20101130,1,650177656.66,297961428.1,297961428.1,29876795859.8,29876795859.8,华泰证券股份有限公司,2002077,2015-09-16 17:43:41,0,601688.SH
116,20110305,20110228,1,90848800.0,21643000.0,21643000.0,3096274300.0,3096274300.0,国金证券股份有限公司,1600109,2015-09-16 17:42:54,0,600109.SH
117,20110307,20110228,1,135890000.0,53080000.0,53080000.0,3503690000.0,3503690000.0,东北证券股份有限公司,1000686,2015-09-16 17:43:31,0,000686.SZ
118,20110308,20110228,1,359939821.58,162827532.24,162827532.24,23823580228.8,23823580228.8,招商证券股份有限公司,2024359,2015-09-16 17:43:53,0,600999.SH
119,20110413,20110331,1,501580578.59,213267914.73,213267914.73,30521395370.0,30521395370.0,华泰证券股份有限公司,2002077,2015-09-16 17:42:39,0,601688.SH
120,20110413,20110331,1,215872200.0,92099500.0,92099500.0,12178092464.4,12178092464.4,长江证券股份有限公司,1000783,2015-09-16 17:43:51,0,000783.SZ
122,20110609,20110531,1,147439440.86,41229991.93,41229991.93,8129081276.86,8129081276.86,兴业证券股份有限公司,2023060,2015-09-16 17:42:18,0,601377.SH
123,20110609,20110531,1,604457240.72,251564715.63,251564715.63,23592992964.8,23592992964.8,招商证券股份有限公司,2024359,2015-09-16 17:43:14,0,600999.SH
124,20110805,20110731,1,449369731.25,201083346.85,201083346.85,19154176034.5,19154176034.5,广发证券股份有限公司,1000776,2015-09-16 17:43:03,0,000776.SZ
125,20110805,20110731,1,81187900.0,7228100.0,7228100.0,3372306600.0,3372306600.0,东北证券股份有限公司,1000686,2015-09-16 17:43:17,0,000686.SZ
126,20110806,20110731,1,320558018.43,114126415.5,114126415.5,30087631772.1,30087631772.1,华泰证券股份有限公司,2002077,2015-09-16 17:42:33,0,601688.SH
128,20110509,20110430,1,150120000.0,82450000.0,82450000.0,14621810000.0,14621810000.0,国元证券股份有限公司,1000728,2015-09-16 17:43:45,0,000728.SZ
130,20110908,20110831,1,73939300.0,2113800.0,2113800.0,11476807400.0,11476807400.0,长江证券股份有限公司,1000783,2015-09-16 17:43:04,0,000783.SZ
131,20110806,20110731,1,60597300.0,12212300.0,12212300.0,6003132000.0,6003132000.0,山西证券股份有限公司,2002097,2015-09-16 17:44:00,0,002500.SZ
132,20111014,20110930,1,33549400.0,-13282100.0,-13282100.0,3250353057.16,3250353057.16,国金证券股份有限公司,1600109,2015-09-16 17:43:23,0,600109.SH
133,20111014,20110930,1,-17507951.82,-56585769.42,-56585769.42,2544540686.43,2544540686.43,国海证券股份有限公司,1000750,2015-09-16 17:42:38,0,000750.SZ
134,20111015,20110930,1,124452800.0,6984200.0,6984200.0,21305102128.8,21305102128.8,光大证券股份有限公司,0yJ94AEF7F,2015-09-16 17:42:48,0,601788.SH
135,20110907,20110831,1,233830000.0,27370000.0,27370000.0,58531860000.0,58531860000.0,中信证券股份有限公司,08D39EC855,2015-09-16 17:44:03,0,600030.SH
137,20110907,20110831,1,230228700.0,42069500.0,42069500.0,44700632600.0,44700632600.0,海通证券股份有限公司,1600837,2015-09-16 17:42:42,0,600837.SH
138,20110907,20110831,1,29078500.0,-2622800.0,-2622800.0,2104778800.0,2104778800.0,太平洋证券股份有限公司,04955EEF73,2015-09-16 17:43:26,0,601099.SH
139,20111108,20111031,1,396267017.09,116864418.41,116864418.41,24113696874.1,24113696874.1,招商证券股份有限公司,2024359,2015-09-16 17:42:46,0,600999.SH
141,20111107,20111031,1,191160000.0,74300000.0,74300000.0,14757320000.0,14757320000.0,国元证券股份有限公司,1000728,2015-09-16 17:43:18,0,000728.SZ
142,20120407,20120331,1,1299720800.0,757059800.0,757059800.0,46016050082.1,46016050082.1,海通证券股份有限公司,1600837,2015-09-16 17:43:15,0,600837.SH
143,20120407,20120331,1,104950800.0,29193500.0,29193500.0,7424883399.51,7424883399.51,东吴证券股份有限公司,2024609,2015-09-16 17:43:36,0,601555.SH
144,20120208,20120131,1,288411666.63,81782989.79,81782989.79,30080744887.7,30080744887.7,华泰证券股份有限公司,2002077,2015-09-16 17:43:39,0,601688.SH
145,20111208,20111130,1,205848100.0,58690700.0,58690700.0,21375723300.0,21375723300.0,光大证券股份有限公司,0yJ94AEF7F,2015-09-16 17:42:20,0,601788.SH
146,20120112,20111231,1,123290000.0,-1230000.0,-1230000.0,14746772098.3,14746772098.3,国元证券股份有限公司,1000728,2015-09-16 17:43:14,0,000728.SZ
147,20120207,20120131,1,298559600.0,120139100.0,120139100.0,45003820600.0,45003820600.0,海通证券股份有限公司,1600837,2015-09-16 17:43:44,0,600837.SH
148,20120207,20120131,1,8250900.0,-18050300.0,-18050300.0,2097526600.0,2097526600.0,太平洋证券股份有限公司,04955EEF73,2015-09-16 17:44:00,0,601099.SH
149,20120207,20120131,1,59630000.0,5390000.0,5390000.0,14788180000.0,14788180000.0,国元证券股份有限公司,1000728,2015-09-16 17:43:58,0,000728.SZ
150,20120307,20120229,1,335359979.99,137982600.15,137982600.15,24380138177.2,24380138177.2,招商证券股份有限公司,2024359,2015-09-16 17:43:21,0,600999.SH
151,20120406,20120331,1,94558500.0,3077900.0,3077900.0,14314970924.6,14314970924.6,方正证券股份有限公司,2002179,2015-09-16 17:42:56,0,601901.SH
152,20120307,20120229,1,106080000.0,38140000.0,38140000.0,14875010000.0,14875010000.0,国元证券股份有限公司,1000728,2015-09-16 17:42:55,0,000728.SZ
153,20120707,20120630,1,87147600.0,24678700.0,24678700.0,4987149293.28,4987149293.28,西部证券股份有限公司,502030478,2015-09-16 17:44:01,0,002673.SZ
154,20120607,20120531,1,935750000.0,442070000.0,442070000.0,75820580000.0,75820580000.0,中信证券股份有限公司,08D39EC855,2015-09-16 17:43:27,0,600030.SH
156,20120710,20120630,1,227377400.0,65451000.0,65451000.0,3340950616.05,3340950616.05,国金证券股份有限公司,1600109,2015-09-16 17:43:42,0,600109.SH
159,20120807,20120731,1,41629400.0,2444100.0,2444100.0,5998530000.0,5998530000.0,山西证券股份有限公司,2002097,2015-09-16 17:42:39,0,002500.SZ
160,20120807,20120731,1,86732463.31,13322143.66,13322143.66,2631399680.7,2631399680.7,国海证券股份有限公司,1000750,2015-09-16 17:43:03,0,000750.SZ
161,20120807,20120731,1,98760000.0,22100000.0,22100000.0,14760860000.0,14760860000.0,国元证券股份有限公司,1000728,2015-09-16 17:43:42,0,000728.SZ
162,20110112,20101231,1,262120000.0,52910000.0,52910000.0,14867384979.8,14867384979.8,国元证券股份有限公司,1000728,2015-09-16 17:43:52,0,000728.SZ
163,20120908,20120831,1,129877900.0,7867100.0,7867100.0,20911759400.0,20911759400.0,光大证券股份有限公司,0yJ94AEF7F,2015-09-16 17:43:45,0,601788.SH
164,20121016,20120930,1,236158000.0,31065900.0,31065900.0,14080360425.9,14080360425.9,方正证券股份有限公司,2002179,2015-09-16 17:42:36,0,601901.SH
165,20121016,20120930,1,108644100.0,8537800.0,8537800.0,3370832814.55,3370832814.55,国金证券股份有限公司,1600109,2015-09-16 17:42:37,0,600109.SH
166,20120907,20120831,1,1489800.0,-49300800.0,-49300800.0,2043882200.0,2043882200.0,太平洋证券股份有限公司,04955EEF73,2015-09-16 17:42:42,0,601099.SH
167,20120907,20120831,1,318300212.87,61312324.62,61312324.62,31162771925.5,31162771925.5,广发证券股份有限公司,1000776,2015-09-16 17:42:38,0,000776.SZ
168,20121016,20120930,1,164017100.0,73888400.0,73888400.0,11919279012.2,11919279012.2,长江证券股份有限公司,1000783,2015-09-16 17:42:28,0,000783.SZ
170,20121013,20120930,1,196523300.0,34023200.0,34023200.0,21115460432.9,21115460432.9,光大证券股份有限公司,0yJ94AEF7F,2015-09-16 17:43:52,0,601788.SH
172,20130207,20130131,1,813430000.0,363670000.0,363670000.0,73251140000.0,73251140000.0,中信证券股份有限公司,08D39EC855,2015-09-16 17:44:03,0,600030.SH
173,20121107,20121031,1,65866600.0,31020200.0,31020200.0,2102213900.0,2102213900.0,太平洋证券股份有限公司,04955EEF73,2015-09-16 17:43:46,0,601099.SH
174,20121107,20121031,1,262883097.13,64705541.64,64705541.64,24651080189.0,24651080189.0,招商证券股份有限公司,2024359,2015-09-16 17:43:12,0,600999.SH
175,20121107,20121031,1,74181200.0,18084100.0,18084100.0,10251785800.0,10251785800.0,西南证券股份有限公司,1600369,2015-09-16 17:42:50,0,600369.SH
177,20121108,20121031,1,140503100.0,22917800.0,22917800.0,11950320600.0,11950320600.0,长江证券股份有限公司,1000783,2015-09-16 17:43:18,0,000783.SZ
178,20130110,20121231,1,334645100.0,159567800.0,159567800.0,10403140192.2,10403140192.2,西南证券股份有限公司,1600369,2015-09-16 17:42:48,0,600369.SH
180,20130110,20121231,1,149601900.0,-54663900.0,-54663900.0,14239770894.4,14239770894.4,方正证券股份有限公司,2002179,2015-09-16 17:43:43,0,601901.SH
181,20130208,20130131,1,79373700.0,28499500.0,28499500.0,6140654700.0,6140654700.0,山西证券股份有限公司,2002097,2015-09-16 17:43:15,0,002500.SZ
182,20130208,20130131,1,205439500.0,83172200.0,83172200.0,10486817900.0,10486817900.0,西南证券股份有限公司,1600369,2015-09-16 17:42:18,0,600369.SH
183,20130207,20130131,1,767811600.0,421950000.0,421950000.0,58491198000.0,58491198000.0,海通证券股份有限公司,1600837,2015-09-16 17:43:16,0,600837.SH
184,20130307,20130228,1,82020000.0,14160000.0,14160000.0,14951250000.0,14951250000.0,国元证券股份有限公司,1000728,2015-09-16 17:44:01,0,000728.SZ
185,20130307,20130228,1,428288350.05,170760102.35,170760102.35,25528080349.2,25528080349.2,招商证券股份有限公司,2024359,2015-09-16 17:44:03,0,600999.SH
188,20130410,20130331,1,7291500.0,-53310400.0,-53310400.0,6402978497.7,6402978497.7,国金证券股份有限公司,1600109,2015-09-16 17:42:48,0,600109.SH
190,20130411,20130331,1,77375800.0,9639800.0,9639800.0,6118834208.0,6118834208.0,山西证券股份有限公司,2002097,2015-09-16 17:42:43,0,002500.SZ
193,20130508,20130430,1,94249500.0,33743700.0,33743700.0,10569485500.0,10569485500.0,西南证券股份有限公司,1600369,2015-09-16 17:43:05,0,600369.SH
194,20130508,20130430,1,57992200.0,2823500.0,2823500.0,4599046800.0,4599046800.0,西部证券股份有限公司,502030478,2015-09-16 17:42:53,0,002673.SZ
195,20130508,20130430,1,107296300.0,10158000.0,10158000.0,14860439300.0,14860439300.0,国元证券股份有限公司,1000728,2015-09-16 17:42:53,0,000728.SZ
196,20130607,20130531,1,581700237.76,218573229.43,218573229.43,31809919043.6,31809919043.6,华泰证券股份有限公司,2002077,2015-09-16 17:43:33,0,601688.SH
197,20130607,20130531,1,325664700.0,184714200.0,184714200.0,12682423500.0,12682423500.0,长江证券股份有限公司,1000783,2015-09-16 17:43:29,0,000783.SZ
198,20130709,20130630,1,279699300.0,-25812000.0,-25812000.0,14850572667.0,14850572667.0,方正证券股份有限公司,2002179,2015-09-16 17:42:43,0,601901.SH
199,20130807,20130731,1,73940000.0,4860700.0,4860700.0,6504584300.0,6504584300.0,国金证券股份有限公司,1600109,2015-09-16 17:43:44,0,600109.SH
200,20130709,20130630,1,154207300.0,39054600.0,39054600.0,21777157636.4,21777157636.4,光大证券股份有限公司,0yJ94AEF7F,2015-09-16 17:42:58,0,601788.SH
201,20130709,20130630,1,-12202200.0,-32440200.0,-32440200.0,2150960420.97,2150960420.97,太平洋证券股份有限公司,04955EEF73,2015-09-16 17:43:31,0,601099.SH
202,20130808,20130731,1,115188500.0,38621200.0,38621200.0,10513772000.0,10513772000.0,西南证券股份有限公司,1600369,2015-09-16 17:42:34,0,600369.SH
203,20130807,20130731,1,69827200.0,23333000.0,23333000.0,6078232400.0,6078232400.0,山西证券股份有限公司,2002097,2015-09-16 17:44:02,0,002500.SZ
205,20130906,20130831,1,331640000.0,109560000.0,109560000.0,70261770000.0,70261770000.0,中信证券股份有限公司,08D39EC855,2015-09-16 17:44:04,0,600030.SH
207,20130907,20130831,1,128423741.85,40770734.84,40770734.84,2762289942.79,2762289942.79,国海证券股份有限公司,1000750,2015-09-16 17:43:18,0,000750.SZ
208,20131016,20130930,1,214585800.0,112633700.0,112633700.0,10683773625.0,10683773625.0,西南证券股份有限公司,1600369,2015-09-16 17:42:48,0,600369.SH
210,20140110,20131231,1,105080900.0,22679100.0,22679100.0,7758260912.57,7758260912.57,东吴证券股份有限公司,2024609,2015-09-16 17:42:23,0,601555.SH
211,20140111,20131231,1,366600600.0,-40630800.0,-40630800.0,10674143576.5,10674143576.5,西南证券股份有限公司,1600369,2015-09-16 17:42:37,0,600369.SH
212,20131207,20131130,1,368547656.55,96252018.04,96252018.04,31960756552.2,31960756552.2,华泰证券股份有限公司,2002077,2015-09-16 17:42:24,0,601688.SH
213,20131206,20131130,1,436052849.78,195493685.58,195493685.58,26156290341.3,26156290341.3,招商证券股份有限公司,2024359,2015-09-16 17:43:48,0,600999.SH
214,20131107,20131031,1,41817600.0,9927500.0,9927500.0,2193424400.0,2193424400.0,太平洋证券股份有限公司,04955EEF73,2015-09-16 17:44:01,0,601099.SH
215,20131107,20131031,1,88020000.0,10400000.0,10400000.0,7328770000.0,7328770000.0,东北证券股份有限公司,1000686,2015-09-16 17:42:58,0,000686.SZ
216,20131107,20131031,1,116709878.64,34623717.56,34623717.56,2829192007.86,2829192007.86,国海证券股份有限公司,1000750,2015-09-16 17:43:07,0,000750.SZ
217,20140111,20131231,1,638731141.4,80845155.65,80845155.65,32052124375.7,32052124375.7,华泰证券股份有限公司,2002077,2015-09-16 17:43:57,0,601688.SH
219,20131107,20131031,1,204282300.0,74001900.0,74001900.0,12506873000.0,12506873000.0,长江证券股份有限公司,1000783,2015-09-16 17:44:07,0,000783.SZ
221,20131206,20131130,1,124360800.0,23611500.0,23611500.0,7752763900.0,7752763900.0,东吴证券股份有限公司,2024609,2015-09-16 17:43:16,0,601555.SH
222,20140214,20140131,1,629378266.8,253198559.31,253198559.31,26619791601.6,26619791601.6,招商证券股份有限公司,2024359,2015-09-16 17:43:58,0,600999.SH
223,20140110,20131231,1,148737300.0,22094900.0,22094900.0,6713087842.75,6713087842.75,国金证券股份有限公司,1600109,2015-09-16 17:43:07,0,600109.SH
224,20140410,20140331,1,105920000.0,26620000.0,26620000.0,7544053075.74,7544053075.74,东北证券股份有限公司,1000686,2015-09-16 17:44:03,0,000686.SZ
228,20140307,20140228,1,798956144.12,257235917.74,257235917.74,33938130480.0,33938130480.0,广发证券股份有限公司,1000776,2015-09-16 17:43:05,0,000776.SZ
229,20140307,20140228,1,193307800.0,71651300.0,71651300.0,7917081300.0,7917081300.0,东吴证券股份有限公司,2024609,2015-09-16 17:42:56,0,601555.SH
232,20140709,20140630,1,366359900.0,185756300.0,185756300.0,12636005683.8,12636005683.8,长江证券股份有限公司,1000783,2015-09-16 17:43:06,0,000783.SZ
233,20140709,20140630,1,158911865.32,44522426.28,44522426.28,6152002189.34,6152002189.34,国海证券股份有限公司,1000750,2015-09-16 17:43:12,0,000750.SZ
235,20140607,20140531,1,430402595.38,135070088.08,135070088.08,38521066066.9,38521066066.9,招商证券股份有限公司,2024359,2015-09-16 17:42:35,0,600999.SH
237,20140610,20140531,1,232816100.0,139445700.0,139445700.0,15069291600.0,15069291600.0,西南证券股份有限公司,1600369,2015-09-16 17:43:04,0,600369.SH
238,20140709,20140630,1,685655210.96,252870610.23,252870610.23,33682884010.7,33682884010.7,广发证券股份有限公司,1000776,2015-09-16 17:43:05,0,000776.SZ
241,20140807,20140731,1,606713940.29,233129946.51,233129946.51,32890754554.9,32890754554.9,华泰证券股份有限公司,2002077,2015-09-16 17:42:52,0,601688.SH
245,20140905,20140831,1,324182200.0,101767900.0,101767900.0,13247264600.0,13247264600.0,兴业证券股份有限公司,2023060,2015-09-16 17:43:16,0,601377.SH
